2020-02-28 09:48:47.661766	48.53805	22.5527681576	667.255580793	31.6190405131	4629.92125984	273411.764706	11692.3076923	0	0	0
2020-02-28 09:49:26.153990	48.53805	26.2363285007	994.752181333	28.8921974055	181837.837838	4749.50690335	128431.137725	0	0	0
2020-02-28 09:49:56.305124	48.53805	26.4633269345	994.675224623	28.2330283946	208377.682403	6474.64503043	219000.0	0	0	0
2020-02-28 09:50:26.466184	48.53805	26.6021740486	994.689417468	28.0097929552	220233.183857	7768.11594203	282461.538462	0	0	0
2020-02-28 09:50:56.620603	48.53805	26.8459642574	994.697368167	27.7728405254	226568.807339	8910.43203372	333873.417722	0	0	0
2020-02-28 09:51:26.775699	48.53805	26.9883638713	994.639867744	27.5436330951	230511.627907	9882.35294118	363047.619048	0	0	0
2020-02-28 09:51:56.937520	45.5424	27.2931837426	994.58074357	34.0807811043	220233.183857	10023.5798499	354666.666667	0	0	0
2020-02-28 09:52:27.099424	4.6545	27.863755017	994.573657025	27.7092382473	235943.127962	10956.5217391	363047.619048	0	0	0
2020-02-28 09:52:57.261455	15.25235	28.3532802298	994.135982096	25.5481463465	245960.784314	12826.8156425	436800.0	0	0	0
2020-02-28 09:53:27.431962	247.88095	28.379758581	994.109703024	35.3148225111	234566.037736	12444.4444444	414229.007634	0	0	0
2020-02-28 09:53:57.570416	13.77675	28.4430483294	994.070269779	26.4296703681	247448.275862	14400.0	479652.173913	0	0	0
2020-02-28 09:54:27.732729	16.8934	28.9280559123	994.057020606	26.2722838912	248950.49505	15296.2962963	489132.743363	0	0	0
2020-02-28 09:54:57.894230	16.8934	29.3116722484	993.97152309	25.070820202	247448.275862	16385.4289072	525132.075472	0	0	1
2020-02-28 09:55:28.060388	16.8934	29.6407181788	994.025270661	24.1403720342	247448.275862	17246.1355529	553900.990099	0	0	2
2020-02-28 09:55:58.222234	16.8934	29.9255263061	994.018099593	23.4595529827	243029.126214	18038.4615385	572571.428571	0	0	2
